name,name-en,category,tel,postalcode,address,lat,long,facility-type
小山シルバーセンター,Koyama Silver Center (Senior Citizens' Ctr.),健康・福祉施設,03-3785-6420,142-0062,東京都品川区小山5-17-18,35.614836,139.70144,シルバーセンター
旗の台シルバーセンター,Hatanodai Silver Center (Senior Citizens' Ctr.),健康・福祉施設,03-3783-7479,142-0064,東京都品川区旗の台4-13-1,35.602585,139.70467,シルバーセンター
ゆたかシルバーセンター,Yutaka Silver Center (Senior Citizens' Ctr.),健康・福祉施設,03-3781-5424,142-0042,東京都品川区豊町3-2-15,35.608337,139.71961,シルバーセンター
西大井いきいきセンター,Nishi-oi Lively Ctr.,健康・福祉施設,03-5718-1330,140-0015,東京都品川区西大井2-5-21,35.599255,139.72186,シルバーセンター
関ヶ原シルバーセンター,Sekigahara Silver Center  (Senior Citizens' Ctr.),健康・福祉施設,03-3765-7022,140-0011,東京都品川区東大井6-11-11,35.601883,139.73651,シルバーセンター
南大井シルバーセンター,Minami-oi Silver Center  (Senior Citizens' Ctr.),健康・福祉施設,03-3761-6540,140-0013,東京都品川区南大井3-7-13,35.591828,139.7343,シルバーセンター
品川区シルバー人材センター,Shinagawa-ku Silver Work Contract Ctr. for the Aged,健康・福祉施設,03-3450-0711,140-0001,東京都品川区北品川3-11-16,35.616681,139.74008,品川区シルバー人材センター
品川区シルバー人材センター東大井支所,,健康・福祉施設,03-3450-0713,140-0011,東京都品川区東大井1-4-14,35.605677,139.74506,品川区シルバー人材センター
品川区シルバー人材センター荏原支部,,健康・福祉施設,03-5751-3334,142-0063,東京都品川区荏原2-16-18,35.616736,139.70892,品川区シルバー人材センター
品川区シルバー人材センターゆたか分室,,健康・福祉施設,03-3785-5600,142-0042,東京都品川区豊町3-2-15,35.608337,139.71961,品川区シルバー人材センター
品川介護福祉専門学校,Shinagawa Sch. of Community Care Worker,健康・福祉施設,03-5498-6364,141-0033,東京都品川区西品川1-28-3,35.609295,139.72769,品川介護福祉専門学校
品川区社会福祉協議会,Shinagawa City Council of Social Welfare,健康・福祉施設,03-5718-7171,140-0014,東京都品川区大井1-14-1 大井1丁目共同ビル,35.607696,139.73146,品川区社会福祉協議会
医師会立品川区訪問看護ステーション,Medical Association's Shinagawa City Home Call Nurse Sta.,健康・福祉施設,03-3472-5518,140-0001,東京都品川区北品川3-7-25品川区医師会館2階,35.617095,139.74064,訪問看護ステーション
医師会立荏原訪問看護ステーション,Medical Association's Ebara Home Call Nurse Sta.,健康・福祉施設,03-3783-2360,142-0053,東京都品川区中延2-6-5荏原医師会新館3階,35.611542,139.71226,訪問看護ステーション
社会福祉法人さくら会南大井訪問看護ステーション,Sakura-kai 'Minami-oi Home Call Nurse Sta.',健康・福祉施設,03-5495-7084,140-0011,東京都品川区東大井4-9-1品川区大井林町高齢者複合施設内,35.6053,139.74033,訪問看護ステーション
セコム医療システム株式会社セコム高輪訪問看護ステーション,,健康・福祉施設,03-6408-2568,108-0074,東京都港区高輪3-25-27アベニュー高輪1306,35.631471,139.73787,訪問看護ステーション
医療法人財団城南福祉医療協会西品川訪問看護ステーション,,健康・福祉施設,03-3779-5020,141-0033,東京都品川区西品川1-8-22,35.612542,139.73036,訪問看護ステーション
医療法人社団リゾーム慶和会小山台訪問看護ステーション,,健康・福祉施設,03-3715-7366,142-0061,東京都品川区小山台1-24-4カーサエスペランサ102号,35.621704,139.706,訪問看護ステーション
ソフィアメディ株式会社ソフィア訪問看護ステーション小山,,健康・福祉施設,03-5749-1657,142-0062,東京都品川区小山7-10-1ロワール洗足102,35.610094,139.69609,訪問看護ステーション
医療法人財団城南福祉医療協会ゆたか訪問看護ステーション,,健康・福祉施設,03-5751-3952,142-0042,東京都品川区豊町4-3-20,35.606815,139.71977,訪問看護ステーション
株式会社仁済訪問看護ステーション品川,,健康・福祉施設,03-5718-1828,140-0014,東京都品川区大井1-32-14HFビル1階,35.605077,139.73068,訪問看護ステーション
株式会社ライフケアサービスセンター訪問看護ステーション,,健康・福祉施設,03-3471-3908,140-0001,東京都品川区北品川3-3-3東和ビル3階,35.621761,139.73875,訪問看護ステーション
有限会社アローズ元気訪問看護ステーション,,健康・福祉施設,03-5715-5386,140-0001,東京都品川区北品川2-9-21,35.618292,139.74321,訪問看護ステーション
ソフィアメディ株式会社ソフィア訪問看護ステーション不動前,,健康・福祉施設,03-6847-1616,141-0021,東京都品川区上大崎3-11-2メゾン花房山2 202号室,35.630612,139.71747,訪問看護ステーション
有限会社新井湯訪問看護ステーション・湯～亀,,健康・福祉施設,03-5788-9655,142-0064,東京都品川区旗の台4-5-17,35.602562,139.70578,訪問看護ステーション
セントケア東京株式会社セントケア訪問看護ステーションあい,,健康・福祉施設,03-6429-1011,140-0014,東京都品川区大井4-10-6ベルリッチ小松2階,35.603052,139.73419,訪問看護ステーション
ソフィアメディ株式会社ソフィア訪問看護ステーション豊町,,健康・福祉施設,03-6865-1030,142-0042,東京都品川区豊町1-6-11プレジール101,35.61335,139.72251,訪問看護ステーション
株式会社ファインナースステーションもも,,健康・福祉施設,03-6721-6540,141-0022,東京都品川区東五反田2-19-4坂本ビル2階,35.625135,139.72955,訪問看護ステーション
サポしながわ,Sapo Shinagawa (Free Job Placement Office),健康・福祉施設,03-5498-6357,141-0033,東京都品川区西品川1-28-3　品川区立中小企業センター1階,35.609295,139.72769,無料職業紹介所
品川保健センター,Shinagawa Health Service Center,健康・保健施設,03-3474-2225,140-0001,東京都品川区北品川3-11-22,35.616606,139.74069,保健センター
荏原保健センター,Ebara Health Service Center,健康・保健施設,03-3788-2000,142-0063,東京都品川区荏原2-9-6,35.617091,139.71111,保健センター
大井保健センター,Oi Health Service Center,健康・保健施設,03-3772-2666,140-0014,東京都品川区大井2-27-20,35.604091,139.73038,保健センター
荏原健康センター,Ebara Health Ctr.,健康・保健施設,03-3788-7017,142-0063,東京都品川区荏原2-9-6,35.617091,139.71111,健康センター
品川健康センター,Shinagawa Health Ctr.,健康・保健施設,03-5782-8507,140-0001,東京都品川区北品川3-11-22,35.616606,139.74069,健康センター
区立心身障害者福祉会館,Welfare Ctr. for the Handicapped,障害者（児）福祉施設,03-3785-3322,142-0064,東京都品川区旗の台5-2-2,35.605004,139.70042,自立訓練（機能訓練）（身）、自立訓練（生活訓練） （知）、生活介護
区立西大井福祉園,Nishi-oi Welfare Home,障害者（児）福祉施設,03-3777-0294,140-0015,東京都品川区西大井5-7-24,35.59926,139.71662,生活介護（身・知）、就労継続支援B型（身・知）
区立かがやき園,Kagayaki Gakuen Sch.,障害者（児）福祉施設,03-3772-8171,140-0015,東京都品川区西大井6-2-14,35.600838,139.7155,生活介護（知）、施設入所支援（知）、短期入所
（社福）品川総合福祉センターかもめ園,,障害者（児）福祉施設,03-3790-4729,140-0003,東京都品川区八潮5-1-1,35.605155,139.75243,生活介護（身・知）、施設入所支援（身・知）、短期入所
（社福）品川総合福祉センターさつき,,障害者（児）福祉施設,03-3790-0593,140-0003,東京都品川区八潮5-3-8,35.6032,139.75193,就労継続支援B型（身・知）
（社福）品川総合福祉センター サンかもめ,,障害者（児）福祉施設,03-5755-7817,140-0003,東京都品川区八潮5-10-27,35.600153,139.75125,生活介護（身・知）
（社福）福栄会 第一しいのき学園,Dai-ichi Siinoki Gakuen Sch.,障害者（児）福祉施設,03-5479-2941,140-0002,東京都品川区東品川3-1-8,35.617256,139.74684,生活介護（身・知）
（社福）福栄会 第二しいのき学園,Dai-ni Siinoki Gakuen Sch.,障害者（児）福祉施設,03-5479-2941,140-0002,東京都品川区東品川3-1-8,35.617256,139.74684,就労継続支援B型（身・知）
（社福）福栄会 南品川むつみ園,,障害者（児）福祉施設,03-5495-7970,140-0004,東京都品川区南品川5-16-25,35.607107,139.74287,生活介護
（社福）げんき,,障害者（児）福祉施設,03-5496-2536,141-0032,東京都品川区大崎4-11-12,35.61858,139.7214,就労移行
区立発達障害者支援施設  「ぷらーす」,,障害者（児）福祉施設,03-5793-7095,141-0021,東京都品川区上大崎1-20-12,35.633101,139.72218,就労継続Ａ、就労継続Ｂ
ジョブザ品川区,,障害者（児）福祉施設,03-6417-0280,141-0031,東京都品川区西五反田1-13-7  マルキビル3Ｆ,35.62398,139.72415,就労移行支援
区立品川児童学園 （児童発達支援センター）,,障害者（児）福祉施設,03-5796-6347,140-0004,東京都品川区南品川3-7-7,35.607318,139.74477,子ども発達相談室、児童発達支援事業      （知的障害児）
区立品川児童学園 （コンパス）,,障害者（児）福祉施設,03-5781-5683,140-0004,東京都品川区南品川3-7-7,35.607318,139.74477,児童発達支援事業        （発達障害児）、放課後等デイサービス     （発達障害児）
ちびっこタイム品川,Kids' Time Shinagawa,障害者（児）福祉施設,03-3450-7447,140-0002,東京都品川区東品川3-25-16,35.612826,139.74665,児童発達支援事業      （知的障害児）、放課後等デイサービス     （知的障害児）
トット文化館,,障害者（児）福祉施設,03-3779-0233,141-0033,東京都品川区西品川2-2-16,35.614706,139.72854,就労継続B（聴覚）
かもめ第一工房,Kamome Dai-ichi Workshop,障害者（児）福祉施設,03-3458-4307,140-0001,東京都品川区北品川3-7-21,35.617875,139.74034,就労継続支援B型（精神）
かもめ第二工房,Kamome Dai-ni Workshop,障害者（児）福祉施設,03-6429-8401,140-0015,東京都品川区西大井1-8-7,35.600907,139.72311,就労継続支援B型（精神）
かもめ第三工房,Kamome Dai-san Workshop,障害者（児）福祉施設,03-5435-1808,141-0031,東京都品川区西五反田2-24-2,35.626013,139.7193,就労継続支援B型（精神）
区立北品川つばさの家,Kita-shinagawa Tsubasa-no-ie,障害者（児）福祉施設,03-5461-8822,140-0001,東京都品川区北品川3-7-21,35.617875,139.74034,グループホーム
区立西大井つばさの家,Nishi-oi Tsubasa-no-ie,障害者（児）福祉施設,03-3777-1478,140-0015,東京都品川区西大井5-7-24,35.59926,139.71662,グループホーム
渡辺寮,,障害者（児）福祉施設,03-3784-0404,142-0042,東京都品川区豊町2-11-17,35.611815,139.72395,グループホーム
若草寮,,障害者（児）福祉施設,03-3785-1256,142-0042,東京都品川区豊町2-5-11,35.609726,139.72349,グループホーム
わいわいてい,,障害者（児）福祉施設,03-5709-5587,140-0015,東京都品川区西大井6-9-3,35.600832,139.7208,グループホーム
旗の台つばさの家,Hatanodai Tsubasa-no-ie,障害者（児）福祉施設,03-5788-3177,142-0064,東京都品川区旗の台3-5-11,35.60504,139.70839,グループホーム
海老沢寮,,障害者（児）福祉施設,03-3450-5181,140-0011,東京都品川区東大井4-8-11,35.605535,139.74071,グループホーム
八潮寮,,障害者（児）福祉施設,03-3799-2809,140-0003,東京都品川区八潮5-6-33-403,35.597231,139.74976,グループホーム
グループホーム森前,,障害者（児）福祉施設,03-5742-7522,140-0015,東京都品川区西大井1-8-7,35.600907,139.72311,グループホーム
鮫洲なぎさの家,,障害者（児）福祉施設,03-5460-8605,140-0015,東京都品川区西大井1-3-10,35.601641,139.72197,グループホーム
ミドリホーム品川,,障害者（児）福祉施設,03-5753-2300,140-0011,東京都品川区東大井2-19-3,35.599872,139.74002,グループホーム
かもめハウス,,障害者（児）福祉施設,03-5753-8260,140-0013,東京都品川区南大井3-20-14,35.589004,139.73519,グループホーム（精神）
(社福）品川総合福祉センター福祉工場しながわ,,障害者（児）福祉施設,03-5460-8601,140-0011,東京都品川区東大井1-3-10,35.605796,139.74397,就労継続支援A型（知）
区立障害者生活支援センター（心身障害者福祉会館内）,,障害者（児）福祉施設,03-5750-4995,142-0064,東京都品川区旗の台5-2-2,35.605004,139.70042,支援センター・福祉センター
福栄会 障害者相談支援センター,,障害者（児）福祉施設,03-5479-2912,140-0002,東京都品川区東品川3-1-8,35.617256,139.74684,支援センター・福祉センター
精神障害者地域生活支援センター（たいむ）,,障害者（児）福祉施設,03-5719-3381,141-0031,東京都品川区西五反田2-24-2,35.626013,139.7193,支援センター・福祉センター
障害者就労支援センター（げんき品川）,Handicapped People Employment Support Ctr.(Genki Shinagawa),障害者（児）福祉施設,03-5496-2525,141-0032,東京都品川区大崎4-11-12,35.61858,139.7214,支援センター・福祉センター
区立地域活動支援センター 逢「あえる」                  （心身障害者福祉会館内）,,障害者（児）福祉施設,03-5750-4996,142-0064,東京都品川区旗の台5-2-2,35.605004,139.70042,支援センター・福祉センター
品川児童相談所,Shinagawa Child Guidance Ctr.,障害者（児）福祉施設,03-3474-5442,140-0001,東京都品川区北品川3-7-21,35.617875,139.74034,その他の福祉施設
ふれあい作業所,Fureai Workshop,障害者（児）福祉施設,03-3775-4585,140-0015,東京都品川区西大井4-9-9,35.596236,139.72028,その他の福祉施設
ふれあい作業所西品川分室,Fureai Workshop Nishi-shinagawa Branch,障害者（児）福祉施設,03-3787-5750,141-0033,東京都品川区西品川1-28-3,35.609295,139.72769,その他の福祉施設
ふれあい作業所荏原分室,Fureai Workshop Ebara Branch,障害者（児）福祉施設,03-5788-3151,142-0054,東京都品川区西中延1-2-8,35.614147,139.70978,その他の福祉施設
障害者日中一時支援事業（放課後サポート）    にじのひろば荏原,,障害者（児）福祉施設,03-3787-3757,142-0063,東京都品川区荏原4-12-20,35.616061,139.70529,その他の福祉施設
障害者日中一時支援事業（放課後サポート）    にじのひろば八潮,,障害者（児）福祉施設,03-5755-9795,140-0003,東京都品川区八潮5-3-8,35.6032,139.75193,その他の福祉施設
発達障害児思春期サポート事業（ら・るーと）,,障害者（児）福祉施設,03-5782-7650,140-0001,東京都品川区北品川3-7-21,35.617875,139.74034,その他の福祉施設
重症心身障害者通所事業「ピッコロ」,,障害者（児）福祉施設,03-3799-5931,140-0003,東京都品川区八潮5-3-8,35.6032,139.75193,その他の福祉施設
城南幼稚園,Jonan Kindergarten,教育・子どもの施設,03-3471-7584,140-0004,東京都品川区南品川2-8-21,35.613329,139.74275,区立幼稚園
幼保一体施設「平塚すこやか園」,Hiratsuka Kindergarten（Hiratsuka Sukoyaka‐en）,教育・子どもの施設,03-3781-8913,142-0063,東京都品川区荏原4-5-22,35.61503,139.70769,区立幼稚園
浜川幼稚園,Hamakawa Kindergarten,教育・子どもの施設,03-3761-6395,140-0013,東京都品川区南大井4-3-14,35.597783,139.73658,区立幼稚園
幼保一体施設「御殿山すこやか園」,Gotenyama Kindergarten（Gotenyama Sukoyaka‐en）,教育・子どもの施設,03-5781-3907,140-0001,東京都品川区北品川5-3-1,35.622519,139.7317,区立幼稚園
伊藤幼稚園,Ito Kindergarten,教育・子どもの施設,03-3775-8028,140-0015,東京都品川区西大井5-22-8,35.598113,139.71685,区立幼稚園
幼保一体施設「第一日野すこやか園」,Dai-ichi-hino Kindergarten（Dai-ichi-hino Sukoyaka‐en）,教育・子どもの施設,03-3493-7264,141-0031,東京都品川区西五反田6-5-6,35.622133,139.71636,区立幼稚園
幼保一体施設「のびっこ園台場」,Daiba Kindergarten（Nobikkoen Daiba),教育・子どもの施設,03-3472-8378,140-0002,東京都品川区東品川1-8-30,35.621383,139.74318,区立幼稚園
幼保一体施設「二葉すこやか園」,Hutaba Kindergarten（Hutaba Sukoyaka‐en）,教育・子どもの施設,03-3785-9560,142-0043,東京都品川区二葉1-3-40,35.607287,139.72569,区立幼稚園
八潮わかば幼稚園,Yashio Wakaba Kindergarten,教育・子どもの施設,03-3799-1542,140-0003,東京都品川区八潮5-6-32,35.596631,139.74991,区立幼稚園
あけぼの幼稚園,Akebono Kindergarten,教育・子どもの施設,03-3776-5093,140-0014,東京都品川区大井5-10-12,35.598294,139.73001,私立幼稚園
アライアンス幼稚園,Alliance Kindergarten,教育・子どもの施設,03-3786-0379,142-0062,東京都品川区小山4-4-13,35.61843,139.70397,私立幼稚園
荏原学園旭幼稚園,Ebara-gakuen Kindergarten,教育・子どもの施設,03-3781-4915,142-0053,東京都品川区中延5-6-18,35.603154,139.7085,私立幼稚園
エトワール幼稚園,Etoile Kindergarten,教育・子どもの施設,03-3474-7321,140-0004,東京都品川区南品川5-12-4,35.608568,139.74025,私立幼稚園
大井うさぎ幼稚園,Oi-usagi Kindergarten,教育・子どもの施設,03-3776-6549,140-0014,東京都品川区大井7-1-5,35.597313,139.72525,私立幼稚園
大崎幼稚園,Osaki Kindergarten,教育・子どもの施設,03-3491-5731,141-0032,東京都品川区大崎3-11-1,35.619283,139.72341,私立幼稚園
小野学園幼稚園,Ono-gakuen Kindergarten,教育・子どもの施設,03-3774-1151,140-0015,東京都品川区西大井1-6-13,35.602538,139.72628,私立幼稚園
亀田幼稚園,Kameda Kindergarten,教育・子どもの施設,03-3783-7211,142-0053,東京都品川区中延6-1-3,35.603907,139.71037,私立幼稚園
品川教会附属幼稚園,Shinagawa-kyokai Fuzoku Kindergarten,教育・子どもの施設,03-3443-1725,140-0001,東京都品川区北品川4-7-40,35.6225,139.73753,私立幼稚園
鈴ヶ森めばえ幼稚園,Suzugamori Mebae Kindergarten,教育・子どもの施設,03-3761-8086,140-0013,東京都品川区南大井2-4-1,35.593228,139.73687,私立幼稚園
専修幼稚園,Sensyu Kindergarten,教育・子どもの施設,03-3492-2300,141-0031,東京都品川区西五反田6-11-5,35.620994,139.71755,私立幼稚園
洗足うさぎ幼稚園,Senzoku-usagi Kindergarten,教育・子どもの施設,03-3781-6215,142-0063,東京都品川区荏原7-18-15,35.609947,139.69869,私立幼稚園
